screen_id,organism,experimental_setup,condition_name,condition_class,growth_direction,readout_type,method,current_domain,needs_llm,needs_review
2251,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
76,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
211,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
614,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1172,Homo sapiens,Virus Exposure,Virus: Zika virus,pathogen,suppressing,survival,setup,stress,0,0
1739,Homo sapiens,Drug Exposure,Remdesivir,drug,suppressing,survival,setup,stress,0,0
2252,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
212,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
626,Homo sapiens,T cell exposure,CD8+ T cells,immune,suppressing,survival,setup,fitness,0,1
1173,Homo sapiens,Virus Exposure,Virus: Zika virus,pathogen,suppressing,survival,setup,stress,0,0
1741,Homo sapiens,Bacteria Exposure,Salmonella enterica serovar Typhimurium and IFNgamma (500 U/ml),pathogen,suppressing,survival,setup,stress,0,0
2253,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
16,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
213,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
627,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1174,Homo sapiens,Virus Exposure,Virus: West Nile virus,pathogen,suppressing,survival,setup,stress,0,0
1742,Homo sapiens,Virus Exposure,"Virus: SARS-CoV-2 pseudovirus  + EGFP marker (Zhu, 2021)",pathogen,suppressing,survival,setup,stress,0,0
2254,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
17,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
214,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1176,Homo sapiens,Drug Exposure,rigosertib,drug,suppressing,survival,setup,stress,0,0
1175,Homo sapiens,Virus Exposure,Virus: Influenza A (A/Puerto Rico/8/1934(H1N1),pathogen,suppressing,marker,setup,stress,0,0
2255,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
628,Homo sapiens,T cell exposure,CD8+ T cells,immune,suppressing,survival,setup,fitness,0,1
215,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
629,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1743,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
18,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2256,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1744,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
24,Homo sapiens,Toxin Exposure,Ricin,toxin,suppressing,survival,setup,stress,0,0
216,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1177,Homo sapiens,Drug Exposure,rigosertib,drug,suppressing,survival,setup,stress,0,0
630,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1745,Homo sapiens,Drug Exposure,Niraparib,drug,suppressing,survival,setup,stress,0,0
2257,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1178,Homo sapiens,Drug Exposure,Abt-751,drug,suppressing,survival,setup,stress,0,0
25,Homo sapiens,Drug Exposure,PLX-4720,drug,suppressing,survival,setup,stress,0,0
217,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
631,Homo sapiens,Drug Exposure,Methotrexate,drug,suppressing,survival,setup,stress,0,0
1746,Homo sapiens,Drug Exposure,Niraparib,drug,suppressing,survival,setup,stress,0,0
2258,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1179,Homo sapiens,Drug Exposure,rigosertib,drug,suppressing,survival,setup,stress,0,0
26,Homo sapiens,Drug Exposure,PLX-4720,drug,suppressing,survival,setup,stress,0,0
218,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
632,Homo sapiens,Drug Exposure,JQ1,drug,suppressing,survival,setup,stress,0,0
1747,Homo sapiens,Drug Exposure,5-fluorouracil,drug,suppressing,survival,setup,stress,0,0
2259,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1180,Homo sapiens,Drug Exposure,Alisertib,drug,suppressing,survival,setup,stress,0,0
27,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
219,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
638,Homo sapiens,Drug Exposure,Lenalidomide,drug,suppressing,survival,setup,stress,0,0
1748,Homo sapiens,Drug Exposure,5-fluorouracil,drug,suppressing,survival,setup,stress,0,0
2260,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1181,Homo sapiens,Drug Exposure,BI-2536,drug,suppressing,survival,setup,stress,0,0
28,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
220,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
639,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1182,Homo sapiens,Drug Exposure,blebbistatin,drug,suppressing,survival,setup,stress,0,0
1749,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2261,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
29,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
221,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
640,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1750,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2262,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1183,Homo sapiens,Drug Exposure,STLC (S-Trityl-L-cysteine),drug,suppressing,survival,setup,stress,0,0
64,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
222,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
641,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1751,Homo sapiens,Virus Exposure,Virus: Rhinovirus serotype B14 (RV-B14),pathogen,suppressing,survival,setup,stress,0,0
2263,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1184,Homo sapiens,Drug Exposure,Vinblastine,drug,suppressing,survival,setup,stress,0,0
65,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
223,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
642,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1752,Homo sapiens,Virus Exposure,Virus: Rhinovirus serotype B14 (RV-B14),pathogen,suppressing,survival,setup,stress,0,0
66,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2264,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
224,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1754,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1753,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
643,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1185,Homo sapiens,Drug Exposure,Abt-751,drug,suppressing,survival,setup,stress,0,0
644,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1186,Homo sapiens,Drug Exposure,rigosertib,drug,suppressing,survival,setup,stress,0,0
67,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
225,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2265,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
2266,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1187,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
68,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2267,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1755,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
645,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
226,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
69,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
227,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
646,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1188,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1756,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2268,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
70,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
228,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
647,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1190,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1757,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2269,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
71,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1191,Homo sapiens,Drug Exposure,DNMDP,drug,suppressing,survival,setup,stress,0,0
648,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
229,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1758,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2270,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
72,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
649,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1192,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1759,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2271,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
73,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
232,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
650,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1193,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1760,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2274,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
74,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
233,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
651,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1195,Homo sapiens,Drug Exposure,Erlotinib (100nmol/L) + THZ-1(50nmol/L),drug,suppressing,survival,setup,stress,0,0
1761,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2275,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
75,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
234,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
652,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1196,Homo sapiens,Drug Exposure,Erlotinib (100nmol/L) + THZ-1(50nmol/L),drug,suppressing,survival,setup,stress,0,0
1762,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2276,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
235,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1198,Homo sapiens,Cytokine exposure,TNF‐α,signal,UNRESOLVED,UNRESOLVED,setup,fitness,1,1
653,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1763,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1764,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2277,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1199,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
236,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
654,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
237,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
655,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2278,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1200,Homo sapiens,Drug Exposure,Venetoclax,drug,suppressing,survival,setup,stress,0,0
1766,Homo sapiens,Drug Exposure,Venetoclax,drug,suppressing,survival,setup,stress,0,0
2279,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1203,Homo sapiens,Timecourse,Galactose medium,baseline,none,proliferation,setup,fitness,0,0
238,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
656,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1767,Homo sapiens,Drug Exposure,Venetoclax,drug,suppressing,survival,setup,stress,0,0
2280,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1204,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
239,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
657,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1768,Homo sapiens,Timecourse,lipoprotein-rich culture conditions,baseline,none,marker,setup,reporter,0,0
2281,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1205,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
240,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
658,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1769,Homo sapiens,Timecourse,lipoprotein-depleted culture conditions,baseline,none,marker,setup,reporter,0,0
2282,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1206,Homo sapiens,Timecourse,Mutation: ATRX (ETG546) KO,baseline,none,proliferation,setup,fitness,0,0
241,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
659,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1770,Homo sapiens,Timecourse,lipoprotein-rich culture conditions,baseline,none,marker,setup,reporter,0,0
2283,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1207,Homo sapiens,Virus Exposure,Virus: Influenza A (A/Puerto Rico/8/1934(H1N1),pathogen,suppressing,survival,setup,stress,0,0
242,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
660,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1771,Homo sapiens,Timecourse,lipoprotein-depleted culture conditions,baseline,none,marker,setup,reporter,0,0
2284,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1208,Homo sapiens,Virus Exposure,Virus: Influenza A (A/Puerto Rico/8/1934(H1N1),pathogen,suppressing,survival,setup,stress,0,0
243,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
661,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1772,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2285,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
1209,Homo sapiens,Virus Exposure,Virus: Zika virus,pathogen,suppressing,survival,setup,stress,0,0
244,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
662,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1773,Homo sapiens,Timecourse,Mutation: LDLR (ETG3949) KO | lipoprotein-rich culture conditions,baseline,none,marker,setup,reporter,0,0
2286,Homo sapiens,Implantation to Mouse Model,Mutation: MAP2K1 (ETG5604) constitutively active form of MEK1 (MEKDD),in-vivo,none,proliferation,setup,fitness,0,0
1210,Homo sapiens,Virus Exposure,Virus: Zika virus,pathogen,suppressing,survival,setup,stress,0,0
245,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
663,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1774,Homo sapiens,Timecourse,Mutation: LDLR (ETG3949) KO | lipoprotein-depleted culture conditions,baseline,none,marker,setup,reporter,0,0
2287,Homo sapiens,Implantation to Mouse Model,Mutation: MAP2K1 (ETG5604) constitutively active form of MEK1 (MEKDD),in-vivo,none,proliferation,setup,fitness,0,0
1211,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
246,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
664,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1775,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2288,Homo sapiens,Implantation to Mouse Model,Mutation: MAP2K1 (ETG5604) constitutively active form of MEK1 (MEKDD),in-vivo,none,proliferation,setup,fitness,0,0
1212,Homo sapiens,Drug Exposure,Cisplatin,drug,suppressing,survival,setup,stress,0,0
247,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
665,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1776,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2289,Homo sapiens,Implantation to Mouse Model,Mutation: MAP2K1 (ETG5604) constitutively active form of MEK1 (MEKDD),in-vivo,none,proliferation,setup,fitness,0,0
1213,Homo sapiens,Drug Exposure,Cisplatin,drug,suppressing,survival,setup,stress,0,0
248,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
666,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1777,Homo sapiens,Timecourse,lipoprotein-rich culture conditions,baseline,none,marker,setup,reporter,0,0
2290,Homo sapiens,Implantation to Mouse Model,Mutation: MAP2K1 (ETG5604) constitutively active form of MEK1 (MEKDD),in-vivo,none,proliferation,setup,fitness,0,0
249,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2291,Homo sapiens,Implantation to Mouse Model,Mutation: MAP2K1 (ETG5604) constitutively active form of MEK1 (MEKDD),in-vivo,none,proliferation,setup,fitness,0,0
250,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
667,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1778,Homo sapiens,Timecourse,lipoprotein-depleted culture conditions,baseline,none,marker,setup,reporter,0,0
1214,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
668,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1216,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2292,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1779,Homo sapiens,Drug Exposure,sorafenib,drug,suppressing,survival,setup,stress,0,0
669,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
251,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1215,Homo sapiens,Virus Exposure,Virus: Yellow Fever Virus 17D,pathogen,suppressing,survival,setup,stress,0,0
1782,Homo sapiens,Implantation to Mouse Model,Immunotherapy (GVAX + PD-1 blockade),in-vivo,none,proliferation,setup,fitness,0,0
2293,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1217,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
252,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
670,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1783,Homo sapiens,Radiation Exposure,Ionizing Radiation (IR),radiation,suppressing,survival,setup,stress,0,0
2294,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
253,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
671,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1218,Homo sapiens,Virus Exposure,Virus: HIV (Human immunodeficiency virus),pathogen,suppressing,marker,setup,reporter,0,0
1786,Homo sapiens,Cytokine depletion,GM-CSF withdrawal,signal,UNRESOLVED,marker,setup,reporter,1,0
2295,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1220,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2),pathogen,suppressing,survival,setup,stress,0,0
254,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
672,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1787,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2296,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
255,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
673,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1221,Homo sapiens,Virus Exposure,Virus: HCoV-OC43 (Human coronavirus OC43),pathogen,suppressing,survival,setup,stress,0,0
2297,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1788,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1222,Homo sapiens,Virus Exposure,Virus: HCoV-229E (Human coronavirus 229E),pathogen,suppressing,survival,setup,stress,0,0
256,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
674,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1789,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2298,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1223,Homo sapiens,Toxin Exposure,Dieldrin,toxin,suppressing,survival,setup,stress,0,0
257,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
675,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1790,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2299,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1224,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
258,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
676,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1791,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2300,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1225,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
259,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1792,Homo sapiens,Timecourse,Mutation: TP53 (ETG:7157) KO,baseline,none,proliferation,setup,fitness,0,0
677,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
230,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2301,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1227,Homo sapiens,Toxin Exposure,PVL (Panton–Valentine leukocidin),toxin,suppressing,survival,setup,stress,0,0
260,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
678,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1793,Homo sapiens,Timecourse,Mutation: EGFR (ETG1956) T790M/L858R,baseline,none,proliferation,setup,fitness,0,0
2302,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1228,Homo sapiens,Toxin Exposure,glycine–arginine (GR) dipeptide-repeat (DPR) protein,toxin,suppressing,survival,setup,fitness,0,1
261,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
679,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1794,Homo sapiens,Drug Exposure,Mutation: EGFR (ETG1956) T790M/L858R| erlotinib,drug,suppressing,survival,setup,stress,0,0
2303,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1229,Homo sapiens,Toxin Exposure,proline–arginine (PR) dipeptide-repeat (DPR) protein,toxin,suppressing,survival,setup,fitness,0,1
262,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
680,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
263,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1795,Homo sapiens,Timecourse,Mutation: KRAS (ETG3845) G12V,baseline,none,proliferation,setup,fitness,0,0
2304,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1230,Homo sapiens,Bacteria Exposure,Escherichia coli (str. EDL933),pathogen,suppressing,survival,setup,fitness,0,1
1796,Homo sapiens,Drug Exposure,Mutation: KRAS (ETG3845) G12V| erlotinib,drug,suppressing,survival,setup,stress,0,0
681,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2305,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1232,Homo sapiens,Radiation Exposure,Radiation,radiation,suppressing,survival,setup,stress,0,0
682,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
264,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2306,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1797,Homo sapiens,Timecourse,Mutation: RIT1 (ETG6016) M90I,baseline,none,proliferation,setup,fitness,0,0
265,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1233,Homo sapiens,Bacteria Exposure,Mycobacterium tuberculosis variant bovis BCG,pathogen,suppressing,survival,setup,stress,0,0
683,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1798,Homo sapiens,Drug Exposure,Mutation: RIT1 (ETG6016) M90I| erlotinib,drug,suppressing,survival,setup,stress,0,0
2309,Homo sapiens,Drug Exposure,AZD6738,drug,suppressing,survival,setup,stress,0,0
1234,Homo sapiens,Bacteria Exposure,Mycobacterium tuberculosis variant bovis BCG,pathogen,suppressing,survival,setup,stress,0,0
689,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
266,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1799,Homo sapiens,Timecourse,Mutation: RIT1 (ETG6016) M90I,baseline,none,proliferation,setup,fitness,0,0
2310,Homo sapiens,Drug Exposure,Rabusertib (LY2603618),drug,suppressing,survival,setup,stress,0,0
1235,Homo sapiens,Drug Exposure,"1S,3R-RSL3",drug,suppressing,survival,setup,stress,0,0
267,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
