screen_id,organism,condition_class,growth_direction,readout_type,sign_convention,source,status,current_domain,new_domain,domain_changed
393,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
815,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
911,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1402,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1973,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2443,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
394,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
816,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
912,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1403,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1974,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2444,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
395,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
817,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
913,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1404,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1975,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2445,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
396,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
818,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
914,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1413,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1976,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2446,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
397,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
819,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
915,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1414,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2447,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1424,Homo sapiens,unknown,suppressing,survival,Increased resistance to alkaline stress,llm,auto,fitness,stress,1
916,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
398,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2448,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
820,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
917,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1423,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
399,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
821,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1978,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1979,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2449,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
400,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
822,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
918,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1425,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1980,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2450,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1426,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
401,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
823,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
919,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1981,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2451,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
402,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
824,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
920,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1427,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1982,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2452,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
403,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
825,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
921,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1428,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1983,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2453,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
404,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
826,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
922,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1429,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1985,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2454,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1430,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
405,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
827,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
923,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1986,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2455,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
406,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
828,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
924,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1431,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1987,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2456,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
407,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
829,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
925,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1432,Homo sapiens,baseline,none,marker,,rule,auto,stress,reporter,1
1988,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2457,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2458,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
408,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1433,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
926,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1989,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
830,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1990,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
409,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
927,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
831,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1434,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2459,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1435,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
410,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
832,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
928,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1991,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2460,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1436,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
411,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
833,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
929,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1993,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
2461,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1441,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
412,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
834,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
930,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1995,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2462,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1442,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
413,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
835,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
931,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1996,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2463,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1443,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
414,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
836,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
932,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1997,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2464,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1444,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
415,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
837,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
933,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1998,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2465,Homo sapiens,unknown,none,marker,increased expression = KO confers increased rAAV2-GFP,llm,auto,reporter,reporter,0
1445,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
416,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
838,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
934,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1999,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2466,Homo sapiens,unknown,none,marker,loss results in increased expression of AAV2-GFP,llm,auto,reporter,reporter,0
1446,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
839,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
417,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2000,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
935,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2467,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
418,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
840,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
936,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1447,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2001,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2468,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
419,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1448,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
841,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
937,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
420,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
842,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
938,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2002,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2470,Homo sapiens,radiation,suppressing,survival,,rule,auto,fitness,stress,1
1449,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
2003,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2471,Homo sapiens,radiation,suppressing,survival,,rule,auto,fitness,stress,1
1977,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1450,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
421,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
843,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
939,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2004,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2472,Homo sapiens,radiation,suppressing,survival,,rule,auto,fitness,stress,1
422,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
844,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
940,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1451,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2005,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2475,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
423,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
845,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
941,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1452,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2006,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2476,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
424,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
846,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
942,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1453,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2007,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2478,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
425,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
847,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
943,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1454,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2008,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2479,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
426,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
848,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
944,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1455,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2009,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2480,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
427,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
849,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
945,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1456,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2012,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2481,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
428,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
850,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
946,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1457,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2013,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2482,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1458,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
429,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
851,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
947,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2014,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2483,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1459,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2015,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
852,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
431,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2484,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
853,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1461,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
948,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
430,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
949,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2016,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2485,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1464,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
432,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
854,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
950,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2017,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2486,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1466,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
433,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
855,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
951,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2020,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2487,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1467,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
434,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
856,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
952,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2021,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1471,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
435,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
857,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
953,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2022,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1472,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
436,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
858,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
954,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2023,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1473,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
437,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
859,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
955,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2024,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1474,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
438,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
860,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
956,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2025,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1475,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
439,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
861,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
957,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2026,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1476,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
440,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
862,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
958,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
959,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1477,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2027,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
441,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
863,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1479,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
864,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
442,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2028,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
443,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
960,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1478,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2029,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
865,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
961,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2030,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1480,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
444,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
866,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
962,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2031,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
445,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
867,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
963,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1485,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2032,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
446,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
868,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
964,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1486,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2033,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1487,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
447,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
869,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
965,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2034,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1488,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
448,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
870,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
966,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2035,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1491,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
449,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
871,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
967,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2036,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1492,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
450,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
872,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
968,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2037,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1493,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
451,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
873,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
969,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2038,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1494,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
452,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
874,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
970,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2039,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1495,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
453,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
875,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
971,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2040,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1496,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
454,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
876,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
972,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2041,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
973,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
877,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2042,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1498,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1497,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
455,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
456,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
878,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
974,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2043,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1499,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
457,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
879,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
975,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2044,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
