screen_id,organism,condition_class,growth_direction,readout_type,sign_convention,source,status,current_domain,new_domain,domain_changed
1500,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
458,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
880,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
976,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2045,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1501,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
459,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
881,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
977,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2046,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1502,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
460,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
882,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
978,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2047,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
461,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
883,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
979,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1503,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2048,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1504,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
462,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
884,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
980,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2050,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1505,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
463,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
885,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
981,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2051,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1506,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
464,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
886,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
982,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2052,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
465,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
887,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
983,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1507,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2053,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
466,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
888,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
984,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1508,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2054,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
467,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
889,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1511,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1509,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
985,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2056,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2055,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
986,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
890,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
468,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1510,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
469,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
891,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
987,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2057,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1512,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
470,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
892,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
988,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2058,Homo sapiens,binding,none,binding,positive score = enriched = protein binds RBD,llm,auto,reporter,reporter,0
1513,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
471,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
893,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
989,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2059,Homo sapiens,binding,none,binding,positive score = enriched = KO confers binding,llm,auto,reporter,reporter,0
1514,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
472,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
894,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
990,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2060,Homo sapiens,pathogen,suppressing,survival,,rule,auto,fitness,stress,1
1515,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
473,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
895,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
991,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2061,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1516,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
474,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
896,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
992,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2062,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1517,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
475,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
897,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
993,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2063,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1518,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
476,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
898,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
994,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2064,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
477,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
995,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1519,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2066,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
478,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
996,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1520,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2067,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
479,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
997,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1524,Homo sapiens,pathogen,suppressing,marker,,rule,auto,stress,reporter,1
2068,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
480,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
998,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1560,Homo sapiens,unknown,suppressing,marker,"genes with a negative enhanced/inhibition fold change repressed ER-phagy upon inhibition, genes with a positive enhanced/inhibition fold change enhanced ER-phagy upon inhibition",llm,auto,reporter,reporter,0
2069,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
999,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1561,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
481,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
483,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1001,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1563,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1000,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2070,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1562,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2071,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
482,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2074,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
484,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1002,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1564,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2075,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
485,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1003,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1566,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2076,Homo sapiens,pathogen,suppressing,marker,,rule,auto,reporter,reporter,0
486,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1004,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1567,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2077,Homo sapiens,pathogen,suppressing,marker,,rule,auto,reporter,reporter,0
487,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1005,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1568,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2078,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
488,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1006,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1569,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2079,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
489,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1007,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1571,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2080,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
490,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1008,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1573,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2081,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
491,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1009,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1574,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2082,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
492,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1010,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1575,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2083,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
493,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1011,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1576,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2084,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
494,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1012,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1577,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2085,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
495,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1013,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1578,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2086,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
496,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1014,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1579,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2087,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
497,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1015,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2089,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
504,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2090,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
503,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1017,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1580,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1582,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
498,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2088,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1016,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1581,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1018,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1583,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2091,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
505,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1019,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1584,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2092,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
506,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1020,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1586,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2093,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
507,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1021,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1588,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2094,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
508,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1022,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1589,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2095,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
509,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1023,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1591,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2096,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
510,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1024,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1592,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2097,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
511,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1025,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1593,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2098,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
512,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1026,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1608,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2099,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
513,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1027,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1609,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2100,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
514,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1028,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1618,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2101,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
515,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1029,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1619,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2102,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
516,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1030,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1621,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2103,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
517,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1031,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2106,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
518,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1622,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2104,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1032,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1033,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1623,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1624,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2105,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
519,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
520,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1034,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1625,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2107,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
521,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1035,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1626,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2108,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
522,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1037,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1627,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2109,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
523,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1039,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1628,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2110,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
524,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1041,Homo sapiens,signal,none,marker,positive score = enriched = KO confers higher FAS abundance,llm,auto,reporter,reporter,0
1629,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2111,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
525,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1042,Homo sapiens,signal,none,marker,positive score = enriched = KO confers reduced FAS abundance,llm,auto,reporter,reporter,0
1630,Homo sapiens,unknown,none,marker,KO led to significant enrichment in the non-migrating cell population,llm,auto,reporter,reporter,0
2112,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
526,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1045,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1631,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2113,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
527,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1046,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1632,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2114,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
528,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1048,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1633,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2115,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
78,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
529,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1050,Homo sapiens,signal,promoting,proliferation,positive score = enriched = KO confers growth,llm,auto,fitness,stress,1
1634,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2116,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
79,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
530,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1052,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1635,Homo sapiens,baseline,none,proliferation,,rule,auto,stress,fitness,1
2117,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
80,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
531,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1053,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1636,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2118,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
85,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
532,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1056,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1639,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2119,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
89,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1641,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2121,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1058,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
94,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2120,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
533,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
534,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
93,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1057,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1640,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
535,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1059,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1642,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2122,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
95,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
536,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1060,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1643,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2123,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
96,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
537,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1061,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1644,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2124,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
100,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
538,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1062,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1645,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2128,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
101,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
539,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1063,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1646,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2129,Homo sapiens,signal,none,marker,positive score = enriched = KO increases phagocytosis,llm,auto,reporter,reporter,0
102,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
540,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1064,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1647,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2130,Homo sapiens,signal,promoting,marker,negative score = depleted = gene normally enhances VCAM1 levels,llm,auto,reporter,reporter,0
103,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
541,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1065,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1648,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2131,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
104,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1066,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1649,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2132,Homo sapiens,signal,none,marker,positive score = enriched = gene normally inhibits phagocytosis,llm,auto,reporter,reporter,0
139,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
543,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
542,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1067,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1650,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
