gene,tier,specific,channels,n_cohit,n_cohit_pubs,odds_ratio,cohit_q,spec_enrichment,spec_q,rho,n_coess,coess_q,n_shared_pubs,hit_freq_all,is_core_essential,strength
Hist1h2ap,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,22.167,1.429e-02,2.17,8.387e-02,0.5048,31,1.528e-01,7,0.3585,False,0.7932
Wdr5,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,22.167,1.429e-02,2.25,8.387e-02,0.5028,31,1.541e-01,7,0.3462,False,0.7928
Pkm,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.28,8.387e-02,0.4907,31,1.644e-01,7,0.3404,False,0.7904
Wdr43,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.06,9.199e-02,0.4702,31,1.931e-01,7,0.3778,False,0.7863
Rpl31,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,1.9,9.440e-02,0.4653,31,2.004e-01,7,0.4096,True,0.7853
Nol10,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.14,8.387e-02,0.4145,31,2.744e-01,7,0.3626,False,0.7751
Nifk,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.15,8.387e-02,0.3798,31,3.369e-01,7,0.3617,False,0.7682
Utp6,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.14,8.387e-02,0.3528,31,3.920e-01,7,0.3626,False,0.7628
Psmb7,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.12,8.656e-02,0.3464,31,4.058e-01,7,0.3673,True,0.7615
Ccnk,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.17,8.387e-02,0.3456,31,4.079e-01,7,0.3587,False,0.7614
Slc7a6os,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.08,8.902e-02,0.3387,31,4.230e-01,7,0.3736,False,0.76
Hist1h3a,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.61,7.826e-02,0.3222,31,4.531e-01,7,0.2982,False,0.7567
Rpl24,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.04,9.367e-02,0.2831,31,5.334e-01,7,0.3804,True,0.7489
Polr1c,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.31,8.387e-02,0.2798,31,5.401e-01,7,0.3364,False,0.7482
Psma7,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.29,8.387e-02,0.2496,31,6.045e-01,7,0.3398,True,0.7422
Hist1h3f,Weak,True,co-hit|co-citation|contextual,7,7,22.167,1.429e-02,2.42,8.387e-02,0.231,31,6.462e-01,7,0.3214,False,0.7384
Snrpd3,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,21.0,1.717e-02,2.04,9.367e-02,0.5742,30,9.007e-02,7,0.3804,True,0.8031
Rsl24d1,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,21.0,1.717e-02,2.53,8.015e-02,0.5631,30,1.007e-01,7,0.3069,False,0.8009
Bysl,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,21.0,1.717e-02,2.17,8.387e-02,0.5551,30,1.067e-01,7,0.3587,False,0.7993
Actl6a,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,21.0,1.717e-02,2.67,7.826e-02,0.5355,30,1.319e-01,7,0.2917,False,0.7954
Ipo7,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,21.0,1.717e-02,2.78,7.547e-02,0.5195,30,1.487e-01,7,0.2797,False,0.7922
Triap1,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,2.02,9.400e-02,0.4785,30,1.918e-01,7,0.3846,False,0.784
Hist1h2bn,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,2.25,8.387e-02,0.4594,30,2.136e-01,7,0.3455,False,0.7801
Rps26,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,1.91,9.440e-02,0.4416,30,2.438e-01,7,0.407,True,0.7766
Ect2,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,2.26,8.387e-02,0.4113,30,2.931e-01,7,0.3441,False,0.7705
Hist1h2bh,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,2.56,7.852e-02,0.4091,30,2.967e-01,7,0.3036,False,0.7701
Polr2b,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,2.47,8.109e-02,0.4029,30,3.068e-01,7,0.3143,False,0.7688
Polr2i,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,3.02,7.477e-02,0.3789,30,3.490e-01,7,0.2576,False,0.764
Srsf3,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,2.21,8.387e-02,0.3575,30,3.946e-01,7,0.3516,False,0.7598
Lsm7,Weak,True,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,1.98,9.440e-02,0.3433,30,4.238e-01,7,0.3933,False,0.7569
Sf3a1,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,19.833,1.990e-02,2.4,8.387e-02,0.5281,29,1.487e-01,8,0.3238,False,0.7907
Eftud2,Weak,True,co-hit|co-citation|contextual,7,7,19.833,1.990e-02,2.31,8.387e-02,0.4892,29,1.885e-01,7,0.3365,True,0.7829
Rpl8,Weak,True,co-hit|co-citation|contextual,7,7,19.833,1.990e-02,2.02,9.400e-02,0.4527,29,2.374e-01,7,0.3846,True,0.7756
Snrnp200,Weak,True,co-hit|co-citation|contextual,7,7,19.833,1.990e-02,2.48,8.109e-02,0.4468,29,2.464e-01,7,0.3137,True,0.7744
Mfap1a,Weak,True,co-hit|co-citation|contextual,7,7,19.833,1.990e-02,2.49,8.109e-02,0.3897,29,3.438e-01,7,0.3125,False,0.763
Rps13,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,18.667,2.139e-02,1.97,9.440e-02,0.5452,28,1.398e-01,7,0.3953,True,0.7925
Rpl36,Weak,True,co-hit|co-citation|contextual,7,7,18.667,2.139e-02,1.93,9.440e-02,0.439,28,2.704e-01,7,0.4038,True,0.7713
Hist1h2ae,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,15.75,2.202e-02,2.82,7.547e-02,0.6218,31,5.388e-02,7,0.2754,False,0.8072
Prelid1,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,7,15.75,2.202e-02,2.01,9.400e-02,0.6133,31,5.659e-02,7,0.3871,False,0.8055
Tbca,Weak,True,co-hit|co-citation|contextual,7,7,15.75,2.202e-02,2.68,7.809e-02,0.3738,31,3.472e-01,7,0.2903,False,0.7576
Rps7,Weak,True,co-hit|co-citation|contextual,7,7,15.75,2.202e-02,2.15,8.387e-02,0.3331,31,4.337e-01,7,0.3617,True,0.7495
Pabpn1,Weak,True,co-hit|co-citation|contextual,7,7,15.75,2.202e-02,2.01,9.400e-02,0.2798,31,5.401e-01,7,0.3878,False,0.7388
Rpp38,Weak,True,co-hit|co-citation|contextual,7,7,14.875,2.378e-02,2.31,8.387e-02,0.4839,30,1.864e-01,7,0.3366,False,0.778
Rpl37,Weak,True,co-hit|co-citation|contextual,7,7,14.875,2.378e-02,2.18,8.387e-02,0.3566,30,3.958e-01,7,0.3564,True,0.7525
Naa25,Weak,True,co-hit|co-citation|contextual,7,7,14.875,2.378e-02,1.99,9.400e-02,0.3415,30,4.273e-01,7,0.3905,False,0.7495
Srsf1,Weak,True,co-hit|co-citation|contextual,7,7,14.875,2.378e-02,2.14,8.387e-02,0.3313,30,4.458e-01,7,0.3636,False,0.7475
Eif4a3,Weak,True,co-hit|co-citation|contextual,7,7,14.875,2.378e-02,2.03,9.393e-02,0.3028,30,5.014e-01,7,0.3832,False,0.7418
Hspe1,Weak,True,co-hit|co-citation|contextual,7,7,14.0,2.820e-02,2.4,8.387e-02,0.4768,29,2.008e-01,7,0.3239,False,0.7728
Snrpg,Weak,True,co-hit|co-citation|contextual,7,7,13.125,3.358e-02,1.87,9.864e-02,0.4455,28,2.594e-01,7,0.4157,False,0.7628
Hist1h4n,Weak,True,co-hit|co-citation|contextual,7,7,13.125,3.358e-02,2.01,9.400e-02,0.1631,28,7.901e-01,7,0.3878,False,0.7063
Prpf19,Weak,True,co-hit|co-citation|contextual,7,7,11.9,3.469e-02,2.26,8.387e-02,0.3919,31,3.156e-01,7,0.3446,True,0.7514
Gins2,Weak,True,co-hit|co-citation|contextual,7,7,11.9,3.469e-02,2.63,7.826e-02,0.3883,31,3.236e-01,7,0.296,False,0.7507
Snapc5,Weak,True,co-hit|co-citation|contextual,7,7,11.9,3.469e-02,1.98,9.440e-02,0.3605,31,3.763e-01,7,0.3933,False,0.7451
Cops6,Weak,True,co-hit|co-citation|contextual,7,7,11.2,4.234e-02,2.31,8.387e-02,0.3241,30,4.607e-01,7,0.3365,False,0.7335
Hist1h2bl,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,135.0,4.625e-03,2.7,7.717e-02,0.504,31,1.538e-01,6,0.2885,False,0.8175
Tprkb,Weak,True,co-hit|co-citation|contextual,8,6,243.667,4.625e-03,2.56,7.477e-02,0.4994,30,1.638e-01,7,0.3478,False,0.8166
Zfp131,Weak,True,co-hit|co-citation|contextual,7,6,135.0,4.625e-03,2.76,7.547e-02,0.2948,31,5.095e-01,6,0.2816,False,0.7757
Ost4,Weak,True,co-hit|co-citation|contextual,8,6,168.0,4.625e-03,4.61,6.708e-02,0.2004,31,7.071e-01,6,0.1928,False,0.7568
Haus1,Weak,True,co-hit|co-essentiality|co-citation|contextual,8,6,152.0,4.820e-03,2.64,7.477e-02,0.6374,29,5.388e-02,6,0.3371,False,0.8433
Mrpl45,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,73.5,6.233e-03,2.33,8.387e-02,0.6081,31,5.760e-02,6,0.3333,True,0.8319
Taf8,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,140.0,6.233e-03,3.34,7.477e-02,0.5862,29,8.806e-02,6,0.2617,False,0.8275
Polr3h,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,79.857,6.233e-03,2.15,9.533e-02,0.5849,30,8.301e-02,6,0.31,False,0.8272
Vmn1r149,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,111.8,6.233e-03,6.0,6.708e-02,0.5768,29,9.582e-02,6,0.125,False,0.8256
Vmn1r128,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,70.0,6.233e-03,3.89,7.229e-02,0.5373,30,1.293e-01,6,0.2,False,0.8177
Inpp5k,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,73.5,6.233e-03,3.44,7.477e-02,0.531,31,1.275e-01,6,0.2264,False,0.8165
Dync1h1,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,73.5,6.233e-03,2.36,8.387e-02,0.5157,31,1.445e-01,6,0.3297,False,0.8134
Rad1,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,83.571,6.233e-03,2.77,8.387e-02,0.504,31,1.538e-01,6,0.2403,False,0.8111
Cd3eap,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.22,8.387e-02,0.4827,31,1.754e-01,6,0.3511,False,0.8068
Tex10,Weak,True,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,2.17,9.440e-02,0.4759,30,1.960e-01,6,0.3077,False,0.8054
Sec22b,Weak,True,co-hit|co-citation|contextual,6,6,117.0,6.233e-03,2.27,9.367e-02,0.4452,30,2.374e-01,6,0.3297,False,0.7993
Nubp1,Weak,True,co-hit|co-citation|contextual,7,6,70.0,6.233e-03,2.16,8.387e-02,0.4225,30,2.730e-01,6,0.3596,False,0.7948
Sap30bp,Weak,True,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,2.17,9.440e-02,0.3869,30,3.361e-01,6,0.3077,False,0.7876
Hist1h4f,Weak,True,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,3.67,7.477e-02,0.3709,30,3.673e-01,6,0.1818,False,0.7844
Rpf1,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.73,8.387e-02,0.3706,31,3.549e-01,6,0.2444,False,0.7844
Ddx52,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.47,8.109e-02,0.3585,31,3.790e-01,6,0.3148,False,0.782
Trp53rka,Weak,True,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,5.83,6.708e-02,0.3562,30,3.967e-01,6,0.1143,False,0.7815
Mcm6,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.12,9.899e-02,0.3468,31,4.047e-01,6,0.3143,False,0.7796
Spout1,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.36,8.387e-02,0.344,31,4.119e-01,6,0.3297,False,0.7791
Ppil2,Weak,True,co-hit|co-citation|contextual,7,6,70.0,6.233e-03,2.47,8.109e-02,0.3433,30,4.238e-01,6,0.3143,False,0.7789
Mad2l1,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.36,9.389e-02,0.3198,31,4.587e-01,6,0.2824,False,0.7742
Dcaf7,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,3.6,7.477e-02,0.3198,31,4.587e-01,6,0.1852,False,0.7742
Nup88,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,3.37,7.477e-02,0.3141,31,4.688e-01,6,0.2308,True,0.7731
Dimt1,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.38,8.387e-02,0.3093,31,4.776e-01,6,0.3271,False,0.7721
Gm11758,Weak,True,co-hit|co-citation|contextual,6,6,111.8,6.233e-03,3.38,7.547e-02,0.301,29,5.174e-01,6,0.2222,False,0.7705
Cenpn,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.36,8.387e-02,0.2992,31,4.978e-01,6,0.3298,False,0.7701
Hypk,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.29,9.403e-02,0.2948,31,5.095e-01,6,0.2917,False,0.7692
Cdc42,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.36,8.387e-02,0.2758,31,5.491e-01,6,0.3297,False,0.7654
Vmn1r148,Weak,True,co-hit|co-citation|contextual,6,6,101.4,6.233e-03,4.18,7.477e-02,0.2723,27,5.954e-01,7,0.1795,False,0.7647
Dhx15,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.46,8.730e-02,0.1992,31,7.082e-01,6,0.2712,False,0.7501
Ogdh,Weak,True,co-hit|co-citation|contextual,7,6,73.5,6.233e-03,2.47,8.109e-02,0.1944,31,7.181e-01,6,0.3148,False,0.7491
Defa30,Weak,True,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,2.73,8.387e-02,0.184,30,7.437e-01,6,0.2439,False,0.7471
Ctdp1,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.64,8.387e-02,0.1806,31,7.437e-01,6,0.2523,False,0.7464
Nop53,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.58,8.387e-02,0.171,31,7.668e-01,6,0.2584,False,0.7445
Cdca8,Weak,True,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.11,9.972e-02,0.121,31,8.484e-01,6,0.3152,False,0.7345
Gfer,Weak,True,co-hit|co-citation|contextual,7,6,66.5,6.620e-03,3.17,7.477e-02,0.4251,29,2.802e-01,7,0.2762,False,0.794
Sf3b2,Weak,True,co-hit|co-citation|contextual,6,6,76.143,6.737e-03,2.15,9.553e-02,0.3532,29,4.173e-01,6,0.3103,True,0.7792
Lrr1,Weak,True,co-hit|co-citation|contextual,6,6,76.143,6.737e-03,2.17,9.440e-02,0.3143,29,4.904e-01,6,0.3077,False,0.7714
Osgep,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,63.0,1.015e-02,2.32,8.907e-02,0.6129,30,5.889e-02,7,0.3235,False,0.8223
Orc4,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,63.0,1.015e-02,2.18,9.440e-02,0.6067,30,6.165e-02,6,0.3444,False,0.821
Vmn1r126,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,59.5,1.015e-02,2.88,7.547e-02,0.5415,27,1.506e-01,6,0.2703,False,0.808
Smc1a,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,63.0,1.015e-02,3.04,7.826e-02,0.5101,30,1.545e-01,7,0.2466,False,0.8017
Cdc5l,Weak,True,co-hit|co-citation|contextual,6,6,63.0,1.015e-02,3.46,7.477e-02,0.4603,30,2.130e-01,7,0.2171,False,0.7917
Gnl3l,Weak,True,co-hit|co-citation|contextual,6,6,63.0,1.015e-02,2.54,8.387e-02,0.4113,30,2.931e-01,7,0.2947,False,0.7819
Ppp1cb,Weak,True,co-hit|co-citation|contextual,6,6,63.0,1.015e-02,2.3,9.184e-02,0.1724,30,7.685e-01,7,0.3265,False,0.7342
Psmc3,Weak,True,co-hit|co-citation|contextual,6,6,63.0,1.015e-02,2.25,9.393e-02,0.0763,30,9.135e-01,6,0.3333,True,0.7149
Gm10220,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,35.0,1.024e-02,2.06,9.199e-02,0.5774,31,8.301e-02,6,0.3778,False,0.815
Atad3a,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,60.0,1.024e-02,2.05,9.965e-02,0.5571,29,1.144e-01,6,0.3667,False,0.8109
Gm3488,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,60.0,1.024e-02,2.55,8.387e-02,0.5261,29,1.505e-01,7,0.2941,False,0.8047
Cwc22,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,35.0,1.024e-02,3.89,7.229e-02,0.5254,31,1.336e-01,6,0.2,False,0.8046
Sf1,Weak,True,co-hit|co-essentiality|co-citation|contextual,7,6,35.0,1.024e-02,2.58,7.826e-02,0.5129,31,1.487e-01,6,0.3009,False,0.8021
Med10,Weak,True,co-hit|co-citation|contextual,7,6,44.333,1.024e-02,2.88,7.477e-02,0.4735,30,1.998e-01,7,0.3034,False,0.7942
Txnl4a,Weak,True,co-hit|co-citation|contextual,7,6,35.0,1.024e-02,2.27,8.387e-02,0.3536,31,3.910e-01,6,0.3431,False,0.7702
Atp5c1,Weak,True,co-hit|co-citation|contextual,7,6,35.0,1.024e-02,2.61,7.826e-02,0.3468,31,4.047e-01,6,0.2981,False,0.7688
Fnta,Weak,True,co-hit|co-citation|contextual,7,6,35.0,1.024e-02,2.38,8.387e-02,0.3367,31,4.256e-01,6,0.3274,False,0.7668
Fbxw11,Weak,True,co-hit|co-citation|contextual,7,6,35.0,1.024e-02,2.52,8.058e-02,0.1802,31,7.447e-01,6,0.3084,False,0.7355
Sf3b1,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,42.0,1.047e-02,2.38,9.199e-02,0.5855,31,7.273e-02,6,0.2796,True,0.8161
Psmg2,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,42.0,1.047e-02,2.5,8.387e-02,0.5746,31,8.517e-02,6,0.2667,False,0.8139
Vmn2r44,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,42.0,1.047e-02,3.13,7.826e-02,0.5214,31,1.394e-01,6,0.2128,False,0.8033
Polr3d,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,42.0,1.047e-02,2.16,9.446e-02,0.5081,31,1.506e-01,6,0.3085,False,0.8006
Imp4,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.14,9.672e-02,0.4911,31,1.644e-01,6,0.3118,False,0.7972
Pomp,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.27,9.440e-02,0.4786,31,1.810e-01,6,0.2935,False,0.7947
Grpel1,Weak,True,co-hit|co-citation|contextual,7,6,31.5,1.047e-02,2.17,8.387e-02,0.4778,29,2.008e-01,6,0.3587,False,0.7946
Chek1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.65,8.387e-02,0.4758,31,1.868e-01,6,0.2517,False,0.7942
Ddx18,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.21,9.440e-02,0.4617,31,2.008e-01,6,0.3019,False,0.7913
Mcm7,Weak,True,co-hit|co-citation|contextual,7,6,33.25,1.047e-02,2.3,8.387e-02,0.4283,30,2.638e-01,6,0.3388,False,0.7847
Isy1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.28,9.418e-02,0.4254,31,2.575e-01,6,0.2921,False,0.7841
Scgb1b7,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.29,9.403e-02,0.4206,31,2.647e-01,6,0.2917,False,0.7831
Nom1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.18,9.440e-02,0.4089,31,2.842e-01,6,0.3053,False,0.7808
Hist1h4a,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,3.73,7.477e-02,0.4044,31,2.935e-01,6,0.1786,False,0.7799
Cse1l,Weak,True,co-hit|co-citation|contextual,7,6,33.25,1.047e-02,2.24,8.387e-02,0.4042,30,3.044e-01,6,0.3465,False,0.7798
Ddx49,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.28,9.418e-02,0.3867,31,3.269e-01,6,0.2925,False,0.7763
Qrsl1,Weak,True,co-hit|co-citation|contextual,7,6,33.25,1.047e-02,2.09,8.839e-02,0.3855,30,3.386e-01,6,0.3714,False,0.7761
Dld,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.64,8.387e-02,0.3806,31,3.359e-01,6,0.2523,False,0.7751
Ecd,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.33,9.400e-02,0.3786,31,3.395e-01,7,0.2857,False,0.7747
Sap130,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.78,8.387e-02,0.3661,31,3.655e-01,6,0.2396,False,0.7722
Atp6v0d1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.21,9.440e-02,0.3633,31,3.700e-01,7,0.3019,False,0.7717
Ddx46,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,3.14,7.826e-02,0.3569,31,3.831e-01,6,0.2121,False,0.7704
Hist2h2ac,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,3.38,7.547e-02,0.3496,31,3.986e-01,6,0.197,False,0.7689
Dctn1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,3.65,7.477e-02,0.3359,31,4.273e-01,6,0.1828,False,0.7662
Prpf3,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.75,8.387e-02,0.3165,31,4.646e-01,6,0.2421,False,0.7623
Pnpt1,Weak,True,co-hit|co-citation|contextual,7,6,33.25,1.047e-02,2.52,8.058e-02,0.3037,30,4.993e-01,6,0.3084,False,0.7597
Hist1h4b,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.75,8.387e-02,0.2855,31,5.282e-01,6,0.2424,False,0.7561
Guk1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.18,9.440e-02,0.2847,31,5.299e-01,6,0.3063,False,0.7559
Cdc26,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.47,8.616e-02,0.275,31,5.506e-01,7,0.27,False,0.754
Mms22l,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.27,9.440e-02,0.2681,31,5.673e-01,6,0.2932,False,0.7526
Cpsf1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.48,8.585e-02,0.2649,31,5.729e-01,6,0.2692,False,0.752
Traip,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.19,9.440e-02,0.2379,31,6.336e-01,6,0.3048,False,0.7466
Rpl10,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.37,9.340e-02,0.2323,31,6.442e-01,6,0.2816,True,0.7455
Gpkow,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.16,9.446e-02,0.2073,31,6.938e-01,8,0.3085,False,0.7405
Cinp,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.49,8.427e-02,0.2024,31,7.036e-01,6,0.2677,False,0.7395
Uqcrc1,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.2,9.440e-02,0.2016,31,7.051e-01,6,0.3028,False,0.7393
Nol12,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.89,8.387e-02,0.1718,31,7.648e-01,6,0.2308,False,0.7334
Rprd1b,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.36,9.389e-02,0.1601,31,7.835e-01,6,0.2826,False,0.731
Rpp14,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.34,9.393e-02,0.156,31,7.880e-01,6,0.2844,False,0.7302
Aars,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.31,9.400e-02,0.1089,31,8.680e-01,6,0.2885,False,0.7208
Myl12a,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,4.67,7.477e-02,0.0589,31,9.328e-01,6,0.1429,False,0.7108
Stx4a,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,3.85,7.477e-02,0.05,31,9.462e-01,6,0.1731,False,0.709
Puf60,Weak,True,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.58,8.387e-02,-0.0488,31,9.479e-01,6,0.2581,False,0.699
Vmn1r114,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,51.0,1.096e-02,2.42,8.387e-02,0.6362,26,6.689e-02,7,0.3095,False,0.8253
Rad9a,Weak,True,co-hit|co-essentiality|co-citation|contextual,6,6,40.0,1.106e-02,2.17,9.440e-02,0.5346,30,1.325e-01,6,0.3066,False,0.8047
Ccdc86,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.21,9.440e-02,0.4514,30,2.254e-01,6,0.3011,False,0.7881
Psmg1,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.97,8.109e-02,0.4389,30,2.468e-01,6,0.2247,False,0.7856
Metap2,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.24,9.440e-02,0.4331,30,2.568e-01,6,0.2981,False,0.7844
Polr1d,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.17,9.440e-02,0.4096,30,2.958e-01,6,0.3069,False,0.7797
Trp53rkb,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,5.49,6.708e-02,0.39,30,3.319e-01,6,0.1215,False,0.7758
Men1,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,3.09,7.852e-02,0.3468,30,4.187e-01,6,0.216,False,0.7672
Psmc6,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.21,9.440e-02,0.3455,30,4.213e-01,6,0.3011,True,0.7669
Spata5,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.32,9.400e-02,0.3037,30,4.993e-01,6,0.2872,False,0.7585
Cenpk,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.53,8.387e-02,0.2743,30,5.631e-01,7,0.2637,False,0.7527
Nup93,Weak,True,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.25,9.440e-02,0.2605,30,5.891e-01,6,0.2967,True,0.7499
